event_date,fighter_a,fighter_b,winner,method,finish_round,num_rounds,weight_class,title_bout,source,a_kd,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_sub_att,a_rev,a_ctrl_seconds,b_kd,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_sub_att,b_rev,b_ctrl_seconds
2017-11-04,Tyler Diamond,Emilio Chavez,Tyler Diamond,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-11-23,Tyrone Roberts,Rick Graveson,Tyrone Roberts,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-02-01,Tyrone Roberts,Joe Leggett,Tyrone Roberts,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-06-24,Tyrone Roberts,Clayton Miller,Tyrone Roberts,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-06-24,Tyrone Roberts,Rick Petefish,Tyrone Roberts,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-06-25,Tyrone Roberts,Adrian Serrano,Tyrone Roberts,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-06-25,Tyrone Roberts,Todd Frederickson,Tyrone Roberts,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1998-07-15,Tyrone Roberts,Bill Cioci,Tyrone Roberts,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1998-08-22,Tyrone Roberts,Brian Dunn,Draw,Draw,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-01-30,Tyrone Roberts,Wesley Bockert,Tyrone Roberts,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-02-21,Tyrone Roberts,David Dodd,Tyrone Roberts,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-03-20,Tyrone Roberts,Johnathan Ivey,Tyrone Roberts,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-04-02,Tyrone Roberts,Roger Stiner,Tyrone Roberts,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-12-22,Tyrone Roberts,Ricardo Fyeet,Ricardo Fyeet,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-02-22,Uran Satybaldiev,Manarbek Shaikhenov,Uran Satybaldiev,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-05-22,Uran Satybaldiev,Vladislav Kuznetsov,Uran Satybaldiev,KO/TKO,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-08-14,Uran Satybaldiev,Khusan Rakhimov,Uran Satybaldiev,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-11-04,Uran Satybaldiev,Ilya Bochkov,Uran Satybaldiev,KO/TKO,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-07-03,Uran Satybaldiev,Vladimir Seliverstov,Uran Satybaldiev,S-DEC,5,5.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-08-18,Uran Satybaldiev,Gabriel Thimoteo,Uran Satybaldiev,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-03-08,Uran Satybaldiev,Bruno Assis,Uran Satybaldiev,KO/TKO,4,4.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2025-03-06,Uran Satybaldiev,Leon Soares,Uran Satybaldiev,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1993-09-21,Vernon White,Takaku Fuke,Takaku Fuke,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1993-10-14,Vernon White,Minoru Suzuki,Minoru Suzuki,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1993-11-08,Vernon White,Katsuomi Inagaki,Vernon White,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1993-12-08,Vernon White,Ryushi Yanagisawa,Ryushi Yanagisawa,U-DEC,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1994-01-19,Vernon White,Andre Van Den Oetelaar,Andre Van Den Oetelaar,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1994-03-12,Vernon White,Masakatsu Funaki,Masakatsu Funaki,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1994-04-21,Vernon White,Bas Rutten,Bas Rutten,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1994-07-06,Vernon White,Remco Pardoel,Remco Pardoel,U-DEC,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1994-07-26,Vernon White,Katsuomi Inagaki,Vernon White,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1994-09-01,Vernon White,Richard Saar,Vernon White,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1994-10-15,Vernon White,Todd Bjornethun,Todd Bjornethun,U-DEC,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1994-12-16,Vernon White,Leon van Dijk,Vernon White,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1994-12-16,Vernon White,Masakatsu Funaki,Masakatsu Funaki,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1995-03-10,Vernon White,Takafumi Ito,Takafumi Ito,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1995-04-08,Vernon White,Larry Papadopoulos,Vernon White,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1995-06-13,Vernon White,Manabu Yamada,Manabu Yamada,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1995-07-22,Vernon White,Gregory Smit,Gregory Smit,U-DEC,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1995-11-04,Vernon White,Katsuomi Inagaki,Katsuomi Inagaki,M-DEC,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1995-12-14,Vernon White,Frank Shamrock,Frank Shamrock,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-04-07,Vernon White,Kazuo Takahashi,Vernon White,U-DEC,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-04-07,Vernon White,Ryushi Yanagisawa,Ryushi Yanagisawa,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-05-16,Vernon White,Takaku Fuke,Draw,Draw,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-06-25,Vernon White,Masakatsu Funaki,Masakatsu Funaki,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-07-23,Vernon White,Minoru Suzuki,Vernon White,M-DEC,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-09-07,Vernon White,Kazuo Takahashi,Vernon White,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-10-08,Vernon White,Osami Shibuya,Osami Shibuya,U-DEC,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-11-10,Vernon White,Cees Bezems,Vernon White,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-11-10,Vernon White,Iouri Oulianitski,Vernon White,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-11-10,Vernon White,Pedro Rizzo,Pedro Rizzo,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-03-22,Vernon White,Mario Sperry,Mario Sperry,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-09-05,Vernon White,Vladimir Matyushenko,Vladimir Matyushenko,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-10-26,Vernon White,Brian Gassaway,Vernon White,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1998-03-15,Vernon White,Kazushi Sakuraba,Kazushi Sakuraba,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-08-07,Vernon White,David Terrell,Vernon White,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-10-09,Vernon White,Vladimir Matyushenko,Vernon White,S-DEC,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-04-15,Vernon White,Todd Medina,Vernon White,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-06-04,Vernon White,Allan Goes,Allan Goes,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-09-30,Vernon White,Marcos da Silva,Vernon White,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-11-29,Vernon White,David Dodd,Vernon White,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-04-29,Vernon White,Marvin Eastman,Vernon White,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-08-10,Vernon White,Joe Priole,Vernon White,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-09-29,Vernon White,James Lee,Vernon White,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-08-02,Vernon White,Mike Rogers,Vernon White,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-05-16,Vernon White,Jeremy Horn,Jeremy Horn,U-DEC,5,5.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-11-11,Victor Martinez,Agapito Perez,Draw,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-05-26,Victor Martinez,Sonny Luque,Sonny Luque,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-09-06,Victor Martinez,Juan Pina,Victor Martinez,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-11-01,Victor Martinez,Michael Lytle,Victor Martinez,KO/TKO,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-05-16,Victor Martinez,Miguel Bustos,Victor Martinez,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-11-07,Victor Martinez,Delis Borges,Victor Martinez,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-02-27,Victor Martinez,Jose Flores,Jose Flores,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-08-15,Victor Martinez,James King,Victor Martinez,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-02-05,Victor Martinez,Rocky Long,Victor Martinez,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-04-25,Victor Martinez,Erick Gonzalez,Erick Gonzalez,S-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-02-03,Victor Martinez,Jose Cabral,Victor Martinez,M-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-11-03,Victor Martinez,Raymond Banda,Victor Martinez,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2018-05-18,Victor Martinez,Luis Muro,Victor Martinez,KO/TKO,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-03-03,Victor Martinez,Gleidson Moraes Cutis,Victor Martinez,S-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-08-30,Victor Martinez,Nico Echeverry,Victor Martinez,KO/TKO,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-12-07,Victor Martinez,Anselmo Luis Luna Jr.,Victor Martinez,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-09-21,Victor Martinez,Jacob Rosales,Victor Martinez,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-02-25,Vince Cachero,Mark Alvidrez,Vince Cachero,KO/TKO,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-06-02,Vince Cachero,Arnold Jimenez,Vince Cachero,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-11-04,Vince Cachero,Ryan Lilley,Vince Cachero,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2018-01-12,Vince Cachero,Nohelin Hernandez,Vince Cachero,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2018-07-20,Vince Cachero,Carlos Puente Jr.,Vince Cachero,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2018-11-16,Vince Cachero,Joe Murphy,Vince Cachero,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-03-22,Vince Cachero,Casey Kenney,Casey Kenney,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-08-30,Vince Cachero,Liudvik Sholinian,Liudvik Sholinian,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-01-31,Vince Cachero,Marvin Garcia,Vince Cachero,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-10-01,Wagner Silva,Andre Muniz,Draw,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-03-31,Wagner Silva,Alan Esperanca da Rocha,Wagner Silva,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-10-06,Wagner Silva,Joao Paulo Almeida Alves,Wagner Silva,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-10-18,Wagner Silva,Edvaldo de Oliveira,Wagner Silva,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-12-22,Wang Guan,Wang Cong,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-03-31,Wang Guan,Wang Lei,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-07-28,Wang Guan,Haotian Wu,Draw,Draw,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-11-25,Wang Guan,Dominik Zidov,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-12-23,Wang Guan,Kim Nam,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-08-27,Wang Guan,Ramsey Dewey,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-10-30,Wang Guan,Koji Ando,Wang Guan,S-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-12-17,Wang Guan,Jin Gang Wang,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-03-24,Wang Guan,Zhouwen Jiang,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-06-30,Wang Guan,Sandro da Silva,Wang Guan,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-09-08,Wang Guan,Chunbo Yuan,Wang Guan,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-02-02,Wang Guan,Chengjie Wu,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-08-24,Wang Guan,Sandro da Silva,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-11-30,Wang Guan,Bekbulat Magomedov,Bekbulat Magomedov,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-03-29,Wang Guan,Jerson Estoro,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-06-07,Wang Guan,Aliyar Sarkerov,Wang Guan,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-11-16,Wang Guan,Jonny Jonny,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-01-17,Wang Guan,Francisco Francisco,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-03-14,Wang Guan,Josh Palmer,Wang Guan,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-09-19,Wang Guan,Shane Young,Wang Guan,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-09-17,Wang Guan,Kamardin Akhmadbekov,Wang Guan,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-12-03,Wang Guan,Bakhtibek Khojaev,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-01-13,Wang Guan,Rhassan Muhareb,Wang Guan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2004-02-29,War Machine,Angel Santibanez,War Machine,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2004-07-25,War Machine,Frank Duffy,War Machine,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-07-30,War Machine,Andrew Ramirez,War Machine,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-03-03,War Machine,Mike O'Donnell,Mike O'Donnell,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-09-09,War Machine,RJ Gamez,War Machine,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-03-11,Wendell Oliveira Marques,Vitor Hugo Rodrigues Passos,Vitor Hugo Rodrigues Passos,SUB,0,,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-08-02,Wendell Oliveira Marques,Ricardo Petrucio,Wendell Oliveira Marques,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-12-03,Wendell Oliveira Marques,Julian Fabrin Soares,Wendell Oliveira Marques,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-03-24,Wendell Oliveira Marques,Leandro Silva,Leandro Silva,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-07-07,Wendell Oliveira Marques,Jorge Rodrigues Silva,Jorge Rodrigues Silva,DQ,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-10-18,Wendell Oliveira Marques,Igor Fernandes,Igor Fernandes,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-11-20,Wendell Oliveira Marques,Ivan Ivan,Wendell Oliveira Marques,KO/TKO,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-03-09,Wendell Oliveira Marques,Edilson Florencio,Wendell Oliveira Marques,M-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-05-10,Wendell Oliveira Marques,Flavio Alvaro,Wendell Oliveira Marques,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-05-02,Wendell Oliveira Marques,Jonathan Jonathan,Wendell Oliveira Marques,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-06-25,Wendell Oliveira Marques,Hernani Perpetuo,Draw,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-08-29,Wendell Oliveira Marques,Edilberto de Oliveira,Edilberto de Oliveira,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-12-19,Wendell Oliveira Marques,Alexandre Barros,Wendell Oliveira Marques,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-07-10,Wendell Oliveira Marques,Julian Fabrin Soares,Wendell Oliveira Marques,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-07-24,Wendell Oliveira Marques,Andre Santos,Wendell Oliveira Marques,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-11-07,Wendell Oliveira Marques,Fabiano Sales,Wendell Oliveira Marques,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-12-18,Wendell Oliveira Marques,Tadeu Mendonca,Wendell Oliveira Marques,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-03-12,Wendell Oliveira Marques,Elder Lara,Wendell Oliveira Marques,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-04-02,Wendell Oliveira Marques,Gil de Freitas,Wendell Oliveira Marques,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-09-10,Wendell Oliveira Marques,Tiago Passos,Wendell Oliveira Marques,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-11-26,Wendell Oliveira Marques,Levi da Costa,Wendell Oliveira Marques,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-12-17,Wendell Oliveira Marques,Rafael D'Alseco,Wendell Oliveira Marques,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-03-17,Wendell Oliveira Marques,Fabio Ferreira,Wendell Oliveira Marques,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-07-27,Wendell Oliveira Marques,Guilherme Vasconcelos,Guilherme Vasconcelos,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-09-29,Wendell Oliveira Marques,Helio Abicassiz,Wendell Oliveira Marques,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-09-29,Wendell Oliveira Marques,Adilson Fernandes Ribeiro Jr.,Wendell Oliveira Marques,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-04-12,Wendell Oliveira Marques,Alex Oliveira,Wendell Oliveira Marques,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-05-03,Wendell Oliveira Marques,Jose de Ribamar Machado Gomes,Wendell Oliveira Marques,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-07-06,Wendell Oliveira Marques,Valdir Silva Sabino,Wendell Oliveira Marques,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-07-06,Wendell Oliveira Marques,Antonio Sales Silva Jr.,Wendell Oliveira Marques,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-05-02,Wendell Oliveira Marques,Vinicius Bohrer,Wendell Oliveira Marques,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-01-19,Yasuhiro Urushitani,Daiji Takahashi,Daiji Takahashi,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-03-21,Yasuhiro Urushitani,Homare Kuboyama,Yasuhiro Urushitani,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-08-15,Yasuhiro Urushitani,Atsunori Hiruma,Draw,Draw,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-09-27,Yasuhiro Urushitani,Katsuhisa Akasaki,Yasuhiro Urushitani,M-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-12-14,Yasuhiro Urushitani,Naoki Deguchi,Draw,Draw,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-03-13,Yasuhiro Urushitani,Masaru Gokita,Yasuhiro Urushitani,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-05-05,Yasuhiro Urushitani,Yasuhiro Akagi,Yasuhiro Urushitani,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-08-27,Yasuhiro Urushitani,Tomohiro Hashi,Yasuhiro Urushitani,M-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-11-15,Yasuhiro Urushitani,Masatoshi Abe,Yasuhiro Urushitani,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-05-04,Yasuhiro Urushitani,Robson Moura,Yasuhiro Urushitani,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-12-14,Yasuhiro Urushitani,Mamoru Yamaguchi,Mamoru Yamaguchi,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2004-07-16,Yasuhiro Urushitani,Junji Ikoma,Yasuhiro Urushitani,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2004-09-19,Yasuhiro Urushitani,Setsu Iguchi,Setsu Iguchi,M-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2004-11-14,Yasuhiro Urushitani,John Dodson,Yasuhiro Urushitani,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-03-12,Yasuhiro Urushitani,Lorenzo Coca,Yasuhiro Urushitani,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-09-23,Yasuhiro Urushitani,Shinichi Kojima,Draw,Draw,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-05-13,Yasuhiro Urushitani,Daniel Lima,Yasuhiro Urushitani,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-09-08,Yasuhiro Urushitani,Daiji Takahashi,Yasuhiro Urushitani,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-11-10,Yasuhiro Urushitani,Junji Ikoma,Yasuhiro Urushitani,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-03-16,Yasuhiro Urushitani,Shinichi Kojima,Draw,Draw,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-09-22,Yasuhiro Urushitani,Mamoru Yamaguchi,Yasuhiro Urushitani,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-12-01,Yasuhiro Urushitani,Jesse Taitano,Draw,Draw,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
